Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Louisville,Weekly,"2019-10-20 00:00:00",Organic,1.320000000,4576.22,8.72,545.38,0.00,4022.12,4002.75,19.37,0.00
Louisville,Weekly,"2019-10-13 00:00:00",Organic,1.190000000,6894.72,24.98,694.48,0.00,6175.26,5586.81,588.45,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-11-03 00:00:00",Organic,1.270000000,8959.69,224.13,0.00,0.00,8735.56,8735.56,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-10-27 00:00:00",Organic,1.420000000,9123.18,564.86,7.21,0.00,8551.11,8551.11,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-10-20 00:00:00",Organic,1.470000000,9216.37,734.14,0.00,0.00,8482.23,8482.23,0.00,0.00
"Miami/Ft. Lauderdale",Weekly,"2019-10-13 00:00:00",Organic,1.460000000,7984.14,671.49,11.54,0.00,7301.11,7251.11,50.00,0.00
Midsouth,Weekly,"2019-11-03 00:00:00",Organic,1.290000000,230761.12,767.31,20734.28,113.40,209146.13,202101.08,7045.05,0.00
Midsouth,Weekly,"2019-10-27 00:00:00",Organic,1.250000000,243429.55,738.60,21191.23,160.44,221339.28,219685.02,1654.26,0.00
Midsouth,Weekly,"2019-10-20 00:00:00",Organic,1.450000000,185844.48,829.22,22647.03,160.70,162207.53,161410.31,797.22,0.00
Midsouth,Weekly,"2019-10-13 00:00:00",Organic,1.480000000,188534.60,867.52,25612.76,194.68,161859.64,154579.20,7280.44,0.00
Nashville,Weekly,"2019-11-03 00:00:00",Organic,1.050000000,20700.61,49.33,1089.98,0.00,19561.30,18215.79,1345.51,0.00
Nashville,Weekly,"2019-10-27 00:00:00",Organic,0.980000000,14090.16,37.64,920.42,0.00,13132.10,12950.09,182.01,0.00
Nashville,Weekly,"2019-10-20 00:00:00",Organic,1.110000000,9849.35,48.71,887.06,0.00,8913.58,8762.65,150.93,0.00
Nashville,Weekly,"2019-10-13 00:00:00",Organic,1.090000000,14168.91,25.73,1122.74,0.00,13020.44,11615.26,1405.18,0.00
"New Orleans/Mobile",Weekly,"2019-11-03 00:00:00",Organic,1.340000000,2273.64,126.61,0.00,0.00,2147.03,2103.70,43.33,0.00
"New Orleans/Mobile",Weekly,"2019-10-27 00:00:00",Organic,1.400000000,2747.73,181.76,0.00,0.00,2565.97,2542.64,23.33,0.00
"New Orleans/Mobile",Weekly,"2019-10-20 00:00:00",Organic,1.340000000,2772.06,206.61,0.00,0.00,2565.45,2558.78,6.67,0.00
"New Orleans/Mobile",Weekly,"2019-10-13 00:00:00",Organic,1.350000000,3022.14,244.46,0.00,0.00,2777.68,2771.01,6.67,0.00
"New York",Weekly,"2019-11-03 00:00:00",Organic,1.580000000,79868.58,9443.28,8147.29,11.03,62266.98,61003.17,1263.81,0.00
"New York",Weekly,"2019-10-27 00:00:00",Organic,1.800000000,62611.03,9028.91,7590.23,20.25,45971.64,43704.17,2267.47,0.00
"New York",Weekly,"2019-10-20 00:00:00",Organic,1.800000000,62639.05,9844.34,7874.19,27.51,44893.01,43499.28,1393.73,0.00
"New York",Weekly,"2019-10-13 00:00:00",Organic,1.990000000,61840.37,12232.09,9499.61,1.83,40106.84,38015.66,2091.18,0.00
Northeast,Weekly,"2019-11-03 00:00:00",Organic,1.550000000,218941.47,15633.76,21412.01,23.39,181872.31,154175.95,27696.36,0.00
Northeast,Weekly,"2019-10-27 00:00:00",Organic,1.690000000,185944.66,13766.32,17701.34,17.15,154459.85,130568.05,23891.80,0.00
Northeast,Weekly,"2019-10-20 00:00:00",Organic,1.670000000,180518.31,14991.79,19220.95,23.31,146282.26,135244.58,11037.68,0.00
Northeast,Weekly,"2019-10-13 00:00:00",Organic,1.780000000,190116.21,17307.60,20841.93,4.67,151962.01,127063.03,24898.98,0.00
"Northern New England",Weekly,"2019-11-03 00:00:00",Organic,1.910000000,19126.11,43.68,594.77,0.00,18487.66,10243.73,8243.93,0.00
"Northern New England",Weekly,"2019-10-27 00:00:00",Organic,1.840000000,20456.55,51.49,673.81,0.00,19731.25,14302.86,5428.39,0.00
"Northern New England",Weekly,"2019-10-20 00:00:00",Organic,1.830000000,16625.12,29.78,549.31,0.00,16046.03,12924.45,3121.58,0.00
"Northern New England",Weekly,"2019-10-13 00:00:00",Organic,1.830000000,17655.79,26.48,548.56,0.00,17080.75,11341.77,5738.98,0.00
Orlando,Weekly,"2019-11-03 00:00:00",Organic,1.210000000,7862.06,100.68,1.38,0.00,7760.00,7760.00,0.00,0.00
Orlando,Weekly,"2019-10-27 00:00:00",Organic,1.340000000,7666.00,71.55,0.00,0.00,7594.45,7594.45,0.00,0.00
Orlando,Weekly,"2019-10-20 00:00:00",Organic,1.380000000,7768.49,137.10,1.39,0.00,7630.00,7630.00,0.00,0.00
Orlando,Weekly,"2019-10-13 00:00:00",Organic,1.380000000,7625.36,121.03,1.00,0.00,7503.33,7496.66,6.67,0.00
Philadelphia,Weekly,"2019-11-03 00:00:00",Organic,1.430000000,26790.37,1470.06,2561.44,0.00,22758.87,21601.80,1157.07,0.00
Philadelphia,Weekly,"2019-10-27 00:00:00",Organic,1.570000000,23116.89,1462.98,2276.35,0.00,19377.56,17512.46,1865.10,0.00
Philadelphia,Weekly,"2019-10-20 00:00:00",Organic,1.590000000,21842.67,2188.81,2448.88,0.00,17204.98,16451.29,753.69,0.00
Philadelphia,Weekly,"2019-10-13 00:00:00",Organic,1.810000000,18051.68,2446.61,2773.94,0.00,12831.13,11934.15,896.98,0.00
Phoenix/Tucson,Weekly,"2019-11-03 00:00:00",Organic,1.870000000,17118.68,2077.06,833.70,0.00,14207.92,12384.07,1823.85,0.00
Phoenix/Tucson,Weekly,"2019-10-27 00:00:00",Organic,1.950000000,15980.38,1861.61,835.18,0.00,13283.59,11357.83,1925.76,0.00
Phoenix/Tucson,Weekly,"2019-10-20 00:00:00",Organic,1.940000000,15911.71,1950.82,777.18,0.00,13183.71,11202.65,1981.06,0.00
Phoenix/Tucson,Weekly,"2019-10-13 00:00:00",Organic,1.930000000,16656.31,2155.07,1724.41,0.00,12776.83,12305.81,471.02,0.00
Pittsburgh,Weekly,"2019-11-03 00:00:00",Organic,1.640000000,5629.59,2723.85,20.41,0.00,2885.33,2878.66,6.67,0.00
Pittsburgh,Weekly,"2019-10-27 00:00:00",Organic,1.530000000,6033.16,2201.48,18.56,0.00,3813.12,3813.12,0.00,0.00
Pittsburgh,Weekly,"2019-10-20 00:00:00",Organic,1.430000000,10376.35,1594.16,11.12,0.00,8771.07,8771.07,0.00,0.00
Pittsburgh,Weekly,"2019-10-13 00:00:00",Organic,1.470000000,10425.10,1558.01,0.00,0.00,8867.09,8867.09,0.00,0.00
Plains,Weekly,"2019-11-03 00:00:00",Organic,1.380000000,55169.99,6663.11,4826.50,28.26,43652.12,36523.06,7129.06,0.00
Plains,Weekly,"2019-10-27 00:00:00",Organic,1.470000000,57185.44,4149.44,6343.17,117.95,46574.88,36500.10,10074.78,0.00
Plains,Weekly,"2019-10-20 00:00:00",Organic,1.520000000,63120.91,2947.67,6440.91,155.15,53577.18,43099.29,10477.89,0.00
Plains,Weekly,"2019-10-13 00:00:00",Organic,1.440000000,55628.79,2513.19,5307.01,10.99,47797.60,40803.71,6993.89,0.00
Portland,Weekly,"2019-11-03 00:00:00",Organic,1.840000000,40631.16,117.42,5805.46,0.00,34708.28,16191.57,18516.71,0.00
Portland,Weekly,"2019-10-27 00:00:00",Organic,1.730000000,37309.87,102.78,6198.18,0.00,31008.91,13962.08,17035.22,11.61
Portland,Weekly,"2019-10-20 00:00:00",Organic,1.760000000,23016.60,123.25,6349.73,0.00,16543.62,8967.61,7574.08,1.93
Portland,Weekly,"2019-10-13 00:00:00",Organic,1.880000000,31224.06,149.09,6394.26,0.00,24680.71,11107.67,13555.73,17.31
Raleigh/Greensboro,Weekly,"2019-11-03 00:00:00",Organic,2.050000000,13345.09,28.55,2563.57,34.28,10718.69,10702.23,16.46,0.00
Raleigh/Greensboro,Weekly,"2019-10-27 00:00:00",Organic,2.110000000,13152.04,44.36,2858.89,53.54,10195.25,10162.51,32.74,0.00
Raleigh/Greensboro,Weekly,"2019-10-20 00:00:00",Organic,2.130000000,14329.30,54.52,3219.64,46.06,11009.08,11009.08,0.00,0.00
Raleigh/Greensboro,Weekly,"2019-10-13 00:00:00",Organic,2.150000000,14069.19,33.30,3809.93,60.44,10165.52,10154.18,11.34,0.00
Richmond/Norfolk,Weekly,"2019-11-03 00:00:00",Organic,1.070000000,24454.91,27.36,1307.42,7.61,23112.52,22772.95,339.57,0.00
Richmond/Norfolk,Weekly,"2019-10-27 00:00:00",Organic,0.980000000,31771.84,43.67,1245.15,2.53,30480.49,30325.64,154.85,0.00
Richmond/Norfolk,Weekly,"2019-10-20 00:00:00",Organic,1.090000000,24722.27,24.86,1376.51,3.80,23317.10,23273.53,43.57,0.00
Richmond/Norfolk,Weekly,"2019-10-13 00:00:00",Organic,1.160000000,21714.74,33.33,1793.22,12.71,19875.48,19493.13,382.35,0.00
Roanoke,Weekly,"2019-11-03 00:00:00",Organic,1.090000000,18305.94,38.03,1083.12,0.00,17184.79,16770.08,414.71,0.00
Roanoke,Weekly,"2019-10-27 00:00:00",Organic,0.960000000,29629.83,18.13,917.24,0.00,28694.46,28694.46,0.00,0.00
Roanoke,Weekly,"2019-10-20 00:00:00",Organic,1.180000000,14102.78,0.00,901.29,0.00,13201.49,13179.48,22.01,0.00
Roanoke,Weekly,"2019-10-13 00:00:00",Organic,1.180000000,14890.67,36.91,1121.62,0.00,13732.14,13345.64,386.50,0.00
Sacramento,Weekly,"2019-11-03 00:00:00",Organic,1.670000000,14857.37,2897.11,3342.23,0.00,8618.03,8565.94,52.09,0.00
Sacramento,Weekly,"2019-10-27 00:00:00",Organic,1.610000000,15244.78,3105.17,3586.06,0.00,8553.55,8507.75,45.80,0.00
Sacramento,Weekly,"2019-10-20 00:00:00",Organic,1.710000000,13984.42,2741.69,3367.50,0.00,7875.23,7852.42,22.81,0.00
Sacramento,Weekly,"2019-10-13 00:00:00",Organic,1.680000000,12675.12,2672.17,2574.92,1.37,7426.66,7399.34,27.32,0.00
"San Diego",Weekly,"2019-11-03 00:00:00",Organic,1.440000000,17699.65,3214.69,1814.12,0.00,12670.84,12504.89,165.95,0.00
"San Diego",Weekly,"2019-10-27 00:00:00",Organic,1.600000000,27000.42,1684.34,2677.35,0.00,22638.73,17311.32,5327.41,0.00
"San Diego",Weekly,"2019-10-20 00:00:00",Organic,1.630000000,26165.81,1019.53,4289.36,0.00,20856.92,15496.64,5360.28,0.00
"San Diego",Weekly,"2019-10-13 00:00:00",Organic,1.670000000,27769.20,1595.44,5988.53,0.00,20185.23,15067.98,5117.25,0.00
"San Francisco",Weekly,"2019-11-03 00:00:00",Organic,1.930000000,50369.61,13598.18,7155.75,0.00,29615.68,29460.20,155.48,0.00
"San Francisco",Weekly,"2019-10-27 00:00:00",Organic,1.870000000,53635.24,12675.46,7073.14,0.00,33886.64,33684.41,202.23,0.00
"San Francisco",Weekly,"2019-10-20 00:00:00",Organic,1.900000000,49267.32,12480.76,7483.41,0.00,29303.15,29135.63,167.52,0.00
"San Francisco",Weekly,"2019-10-13 00:00:00",Organic,1.920000000,44661.75,11930.94,7034.33,0.00,25696.48,25423.05,273.43,0.00
Seattle,Weekly,"2019-11-03 00:00:00",Organic,1.750000000,79537.23,281.32,14009.39,2.69,65243.83,9078.84,56150.03,14.96
Seattle,Weekly,"2019-10-27 00:00:00",Organic,1.650000000,78568.22,474.10,17173.28,28.20,60892.64,20496.58,40363.23,32.83
Seattle,Weekly,"2019-10-20 00:00:00",Organic,1.810000000,46959.39,669.95,11603.03,1.34,34685.07,16544.98,18140.09,0.00
Seattle,Weekly,"2019-10-13 00:00:00",Organic,1.800000000,65895.59,590.83,14805.55,4.01,50495.20,10233.08,40245.78,16.34
"South Carolina",Weekly,"2019-11-03 00:00:00",Organic,1.220000000,23723.55,110.70,2135.19,30.85,21446.81,19851.35,1595.46,0.00
"South Carolina",Weekly,"2019-10-27 00:00:00",Organic,1.220000000,26175.06,37.24,2505.68,32.07,23600.07,22196.37,1403.70,0.00
"South Carolina",Weekly,"2019-10-20 00:00:00",Organic,1.270000000,24282.06,82.66,2473.21,42.20,21683.99,20673.40,1010.59,0.00
"South Carolina",Weekly,"2019-10-13 00:00:00",Organic,1.260000000,25088.52,66.72,2788.27,25.58,22207.95,20298.15,1909.80,0.00
"South Central",Weekly,"2019-11-03 00:00:00",Organic,1.280000000,124142.97,12437.71,1509.01,3231.33,106964.92,105140.02,1824.90,0.00
"South Central",Weekly,"2019-10-27 00:00:00",Organic,1.210000000,155803.59,13826.50,1206.74,2622.23,138148.12,136033.93,2114.19,0.00
"South Central",Weekly,"2019-10-20 00:00:00",Organic,1.330000000,139935.71,13250.83,1464.08,3168.24,122052.56,99125.45,22927.11,0.00
"South Central",Weekly,"2019-10-13 00:00:00",Organic,1.280000000,134780.73,14853.06,1510.14,2633.43,115784.10,90907.23,24876.87,0.00
Southeast,Weekly,"2019-11-03 00:00:00",Organic,1.080000000,162977.56,1362.29,8207.99,34.64,153372.64,144722.22,8650.42,0.00
Southeast,Weekly,"2019-10-27 00:00:00",Organic,1.020000000,198636.03,1534.59,8723.37,36.11,188341.96,185996.34,2345.62,0.00
Southeast,Weekly,"2019-10-20 00:00:00",Organic,1.160000000,142980.84,2257.60,8097.20,47.72,132578.32,130792.45,1785.87,0.00
Southeast,Weekly,"2019-10-13 00:00:00",Organic,1.160000000,165889.69,1909.62,9644.68,28.96,154306.43,145894.01,8412.42,0.00
Spokane,Weekly,"2019-11-03 00:00:00",Organic,1.950000000,4487.51,32.80,830.24,0.00,3624.47,1711.15,1913.32,0.00
Spokane,Weekly,"2019-10-27 00:00:00",Organic,1.750000000,4487.25,14.23,793.06,0.00,3679.96,2337.85,1342.11,0.00
Spokane,Weekly,"2019-10-20 00:00:00",Organic,1.670000000,4766.52,26.39,805.95,0.00,3934.18,3086.05,848.13,0.00
Spokane,Weekly,"2019-10-13 00:00:00",Organic,1.910000000,4762.96,32.43,772.17,0.00,3958.36,2528.42,1429.94,0.00
"St. Louis",Weekly,"2019-11-03 00:00:00",Organic,1.890000000,7456.36,867.19,1728.07,13.01,4848.09,3206.62,1641.47,0.00
"St. Louis",Weekly,"2019-10-27 00:00:00",Organic,2.110000000,10106.41,599.31,2465.59,82.91,6958.60,3525.48,3433.12,0.00
"St. Louis",Weekly,"2019-10-20 00:00:00",Organic,2.020000000,14024.55,819.23,3607.83,100.58,9496.91,4112.91,5384.00,0.00
"St. Louis",Weekly,"2019-10-13 00:00:00",Organic,2.070000000,7569.50,353.17,1866.96,0.00,5349.37,3014.44,2334.93,0.00
Syracuse,Weekly,"2019-11-03 00:00:00",Organic,1.370000000,3904.92,246.51,119.62,0.00,3538.79,1510.75,2028.04,0.00
Syracuse,Weekly,"2019-10-27 00:00:00",Organic,1.420000000,3035.78,54.90,76.33,0.00,2904.55,1391.35,1513.20,0.00
Syracuse,Weekly,"2019-10-20 00:00:00",Organic,1.380000000,2915.90,77.59,97.65,0.00,2740.66,1878.59,862.07,0.00
Syracuse,Weekly,"2019-10-13 00:00:00",Organic,1.420000000,4282.82,163.21,129.78,0.00,3989.83,2110.83,1879.00,0.00
Tampa,Weekly,"2019-11-03 00:00:00",Organic,0.960000000,10247.59,264.26,0.00,0.00,9983.33,9983.33,0.00,0.00
Tampa,Weekly,"2019-10-27 00:00:00",Organic,0.910000000,10657.26,225.06,0.00,0.00,10432.20,10398.87,33.33,0.00
Tampa,Weekly,"2019-10-20 00:00:00",Organic,0.930000000,10846.34,289.68,0.00,0.00,10556.66,10549.99,6.67,0.00
Tampa,Weekly,"2019-10-13 00:00:00",Organic,0.950000000,9324.25,222.03,0.00,0.00,9102.22,9095.55,6.67,0.00
"Total U.S.",Weekly,"2019-11-03 00:00:00",Organic,1.380000000,1626558.38,94248.66,135342.45,3894.80,1392969.29,1230731.86,162211.89,25.54
"Total U.S.",Weekly,"2019-10-27 00:00:00",Organic,1.330000000,1736175.58,85560.70,142065.50,3424.64,1505098.85,1357031.73,148005.54,61.58
"Total U.S.",Weekly,"2019-10-20 00:00:00",Organic,1.470000000,1453261.28,80886.55,140954.73,4176.53,1227185.26,1109729.33,117445.44,10.49
"Total U.S.",Weekly,"2019-10-13 00:00:00",Organic,1.520000000,1509202.02,87747.63,157542.45,3191.51,1260595.40,1085397.39,175136.52,61.49
West,Weekly,"2019-11-03 00:00:00",Organic,1.790000000,272685.12,11672.26,30086.08,463.78,230463.00,134552.62,95884.84,25.54
West,Weekly,"2019-10-27 00:00:00",Organic,1.730000000,259972.52,10973.19,36420.96,431.24,212147.13,134162.27,77923.28,61.58
West,Weekly,"2019-10-20 00:00:00",Organic,1.800000000,206841.45,11457.45,28827.83,559.86,165996.31,126162.39,39823.43,10.49
West,Weekly,"2019-10-13 00:00:00",Organic,1.820000000,250448.41,13410.51,33170.71,317.22,203549.97,132770.04,70718.44,61.49
"West Tex/New Mexico",Weekly,"2019-11-03 00:00:00",Organic,1.720000000,21292.34,1158.06,412.61,1429.26,18292.41,17574.10,718.31,0.00
"West Tex/New Mexico",Weekly,"2019-10-27 00:00:00",Organic,1.700000000,19710.28,912.13,314.96,1181.09,17302.10,16632.74,669.36,0.00
"West Tex/New Mexico",Weekly,"2019-10-20 00:00:00",Organic,1.710000000,20648.57,1047.93,259.56,1576.68,17764.40,16155.79,1608.61,0.00
"West Tex/New Mexico",Weekly,"2019-10-13 00:00:00",Organic,1.670000000,22364.92,1503.29,364.36,976.91,19520.36,18520.91,999.45,0.00
Albany,Weekly,"2019-12-01 00:00:00","Conventional ",1.150000000,88296.00,3121.00,70033.00,77.00,15065.00,7087.00,7212.00,766.00
Albany,Weekly,"2019-11-24 00:00:00","Conventional ",1.160000000,92186.00,3825.00,73810.00,135.00,14415.00,6627.00,7311.00,477.00
Albany,Weekly,"2019-11-17 00:00:00","Conventional ",1.110000000,142027.00,4365.00,124228.00,124.00,13310.00,7437.00,5727.00,147.00
Albany,Weekly,"2019-11-10 00:00:00","Conventional ",1.140000000,104657.00,4271.00,85506.00,93.00,14787.00,7999.00,6602.00,186.00
Atlanta,Weekly,"2019-12-01 00:00:00","Conventional ",1.000000000,573949.00,225375.00,26120.00,1234.00,321220.00,269201.00,51557.00,462.00
Atlanta,Weekly,"2019-11-24 00:00:00","Conventional ",0.950000000,631251.00,238651.00,27252.00,1655.00,363692.00,308662.00,52156.00,2874.00
Atlanta,Weekly,"2019-11-17 00:00:00","Conventional ",0.980000000,681294.00,281849.00,31539.00,1718.00,366187.00,315289.00,50393.00,505.00
Atlanta,Weekly,"2019-11-10 00:00:00","Conventional ",1.060000000,651048.00,264865.00,31527.00,1773.00,352883.00,294934.00,57757.00,192.00
Baltimore/Washington,Weekly,"2019-12-01 00:00:00","Conventional ",1.280000000,696258.00,79817.00,290567.00,2918.00,322956.00,202659.00,119997.00,300.00
Baltimore/Washington,Weekly,"2019-11-24 00:00:00","Conventional ",1.270000000,777956.00,82530.00,349235.00,3237.00,342955.00,203512.00,137766.00,1677.00
Baltimore/Washington,Weekly,"2019-11-17 00:00:00","Conventional ",1.280000000,800350.00,92451.00,366879.00,3910.00,337109.00,204145.00,131551.00,1413.00
Baltimore/Washington,Weekly,"2019-11-10 00:00:00","Conventional ",1.290000000,818106.00,86384.00,359225.00,4120.00,368377.00,232859.00,133081.00,2437.00
Boise,Weekly,"2019-12-01 00:00:00","Conventional ",1.130000000,78819.00,23655.00,5145.00,3903.00,46116.00,22555.00,19791.00,3771.00
Boise,Weekly,"2019-11-24 00:00:00","Conventional ",1.150000000,91554.00,25294.00,7438.00,2880.00,55942.00,24457.00,24815.00,6670.00
Boise,Weekly,"2019-11-17 00:00:00","Conventional ",1.140000000,98303.00,25386.00,6767.00,1384.00,64766.00,33109.00,25800.00,5857.00
Boise,Weekly,"2019-11-10 00:00:00","Conventional ",1.290000000,90478.00,26744.00,6055.00,1151.00,56528.00,26522.00,25155.00,4851.00
Boston,Weekly,"2019-12-01 00:00:00","Conventional ",1.350000000,508443.00,10916.00,332216.00,906.00,164405.00,89695.00,74422.00,288.00
Boston,Weekly,"2019-11-24 00:00:00","Conventional ",1.390000000,531319.00,10212.00,360933.00,1202.00,158972.00,95373.00,62828.00,771.00
Boston,Weekly,"2019-11-17 00:00:00","Conventional ",1.290000000,685454.00,11687.00,496351.00,1459.00,175957.00,111564.00,62971.00,1422.00
Boston,Weekly,"2019-11-10 00:00:00","Conventional ",1.220000000,660842.00,11311.00,463591.00,1136.00,184804.00,138675.00,45106.00,1023.00
Buffalo/Rochester,Weekly,"2019-12-01 00:00:00","Conventional ",1.150000000,133544.00,6697.00,54662.00,91.00,72094.00,10495.00,60074.00,1526.00
Buffalo/Rochester,Weekly,"2019-11-24 00:00:00","Conventional ",1.150000000,141794.00,5830.00,61433.00,137.00,74394.00,20499.00,52912.00,983.00
Buffalo/Rochester,Weekly,"2019-11-17 00:00:00","Conventional ",1.100000000,164995.00,6697.00,86483.00,193.00,71622.00,30842.00,40564.00,217.00
Buffalo/Rochester,Weekly,"2019-11-10 00:00:00","Conventional ",1.200000000,148887.00,6470.00,65330.00,147.00,76940.00,44094.00,32369.00,477.00
California,Weekly,"2019-12-01 00:00:00","Conventional ",1.220000000,4858338.00,1318801.00,779948.00,207330.00,2552259.00,1302213.00,928858.00,321188.00
California,Weekly,"2019-11-24 00:00:00","Conventional ",1.200000000,5220460.00,1465547.00,813841.00,184268.00,2756805.00,1553939.00,896810.00,306057.00
California,Weekly,"2019-11-17 00:00:00","Conventional ",1.190000000,5589030.00,1634250.00,846701.00,195725.00,2912354.00,1590110.00,972689.00,349555.00
California,Weekly,"2019-11-10 00:00:00","Conventional ",1.070000000,6483670.00,1689793.00,1259078.00,234649.00,3300150.00,1617756.00,1298390.00,384004.00
Charlotte,Weekly,"2019-12-01 00:00:00","Conventional ",1.200000000,206981.00,81301.00,35823.00,1844.00,88013.00,74221.00,13695.00,97.00
Charlotte,Weekly,"2019-11-24 00:00:00","Conventional ",1.160000000,226747.00,81969.00,35266.00,1509.00,108004.00,77867.00,29276.00,861.00
Charlotte,Weekly,"2019-11-17 00:00:00","Conventional ",1.100000000,261289.00,97799.00,43045.00,2053.00,118392.00,79574.00,37357.00,1461.00
Charlotte,Weekly,"2019-11-10 00:00:00","Conventional ",1.180000000,248189.00,84915.00,41537.00,2067.00,119670.00,87390.00,28439.00,3842.00
Chicago,Weekly,"2019-12-01 00:00:00","Conventional ",1.330000000,549446.00,100405.00,158339.00,39467.00,251234.00,181783.00,69137.00,314.00
Chicago,Weekly,"2019-11-24 00:00:00","Conventional ",1.410000000,535639.00,65894.00,166254.00,42477.00,261014.00,204652.00,54548.00,1813.00
Chicago,Weekly,"2019-11-17 00:00:00","Conventional ",1.280000000,596948.00,116420.00,182650.00,42497.00,255382.00,205060.00,45470.00,4852.00
Chicago,Weekly,"2019-11-10 00:00:00","Conventional ",0.650000000,1389138.00,141864.00,677531.00,45072.00,524671.00,314554.00,206023.00,4093.00
Cincinnati/Dayton,Weekly,"2019-12-01 00:00:00","Conventional ",0.940000000,237049.00,54276.00,11882.00,6851.00,164041.00,136869.00,26091.00,1081.00
Cincinnati/Dayton,Weekly,"2019-11-24 00:00:00","Conventional ",0.910000000,277424.00,67086.00,18277.00,6333.00,185729.00,167599.00,16321.00,1809.00
Cincinnati/Dayton,Weekly,"2019-11-17 00:00:00","Conventional ",0.850000000,340571.00,77425.00,17000.00,5517.00,240629.00,220561.00,18471.00,1597.00
Cincinnati/Dayton,Weekly,"2019-11-10 00:00:00","Conventional ",0.930000000,314625.00,61833.00,22127.00,6546.00,224119.00,205343.00,18233.00,543.00
Columbus,Weekly,"2019-12-01 00:00:00","Conventional ",0.890000000,175229.00,52602.00,12025.00,2061.00,108542.00,83229.00,24776.00,537.00
Columbus,Weekly,"2019-11-24 00:00:00","Conventional ",0.980000000,187789.00,50026.00,19359.00,2123.00,116281.00,90843.00,24233.00,1206.00
Columbus,Weekly,"2019-11-17 00:00:00","Conventional ",0.970000000,199107.00,46875.00,19039.00,1738.00,131455.00,104572.00,25342.00,1541.00
Columbus,Weekly,"2019-11-10 00:00:00","Conventional ",0.960000000,201867.00,49970.00,24278.00,2147.00,125472.00,104918.00,20153.00,401.00
"Dallas/Ft. Worth",Weekly,"2019-12-01 00:00:00","Conventional ",0.730000000,1255095.00,593189.00,162557.00,8193.00,491155.00,337709.00,153099.00,347.00
"Dallas/Ft. Worth",Weekly,"2019-11-24 00:00:00","Conventional ",0.740000000,1278837.00,541597.00,154854.00,8034.00,574352.00,385769.00,188146.00,436.00
"Dallas/Ft. Worth",Weekly,"2019-11-17 00:00:00","Conventional ",0.670000000,1582201.00,722617.00,164804.00,7463.00,687318.00,453018.00,233929.00,370.00
"Dallas/Ft. Worth",Weekly,"2019-11-10 00:00:00","Conventional ",0.760000000,1351600.00,578689.00,164960.00,8830.00,599122.00,378130.00,220477.00,514.00
Denver,Weekly,"2019-12-01 00:00:00","Conventional ",1.190000000,697138.00,154044.00,80219.00,2573.00,460302.00,186770.00,264429.00,9103.00
Denver,Weekly,"2019-11-24 00:00:00","Conventional ",1.050000000,851619.00,130958.00,126551.00,2716.00,591394.00,200581.00,380465.00,10347.00
Denver,Weekly,"2019-11-17 00:00:00","Conventional ",1.060000000,839061.00,126892.00,130766.00,3402.00,578001.00,188032.00,377116.00,12853.00
Denver,Weekly,"2019-11-10 00:00:00","Conventional ",1.150000000,753331.00,148290.00,100611.00,3095.00,501336.00,232789.00,258489.00,10057.00
Detroit,Weekly,"2019-12-01 00:00:00","Conventional ",1.000000000,392697.00,83706.00,30338.00,37871.00,240782.00,201713.00,35190.00,3878.00
Detroit,Weekly,"2019-11-24 00:00:00","Conventional ",1.110000000,421288.00,85032.00,40311.00,54483.00,241463.00,207636.00,26504.00,7323.00
Detroit,Weekly,"2019-11-17 00:00:00","Conventional ",1.100000000,474255.00,89781.00,32890.00,40758.00,310826.00,275511.00,31605.00,3710.00
Detroit,Weekly,"2019-11-10 00:00:00","Conventional ",1.160000000,408756.00,84724.00,42162.00,59200.00,222670.00,176030.00,40955.00,5685.00
"Grand Rapids",Weekly,"2019-12-01 00:00:00","Conventional ",1.380000000,130061.00,4115.00,37084.00,36696.00,52167.00,42717.00,3461.00,5989.00
"Grand Rapids",Weekly,"2019-11-24 00:00:00","Conventional ",1.360000000,154766.00,4433.00,45269.00,54459.00,50606.00,36876.00,4118.00,9612.00
"Grand Rapids",Weekly,"2019-11-17 00:00:00","Conventional ",1.370000000,154175.00,3547.00,40428.00,40201.00,69999.00,59598.00,3925.00,6476.00
"Grand Rapids",Weekly,"2019-11-10 00:00:00","Conventional ",1.470000000,151159.00,3706.00,53097.00,61110.00,33245.00,18670.00,4571.00,10004.00
"Great Lakes",Weekly,"2019-12-01 00:00:00","Conventional ",1.070000000,2996501.00,627679.00,498194.00,201333.00,1669296.00,1270676.00,370202.00,28418.00
"Great Lakes",Weekly,"2019-11-24 00:00:00","Conventional ",1.130000000,3156445.00,577113.00,590490.00,268815.00,1720027.00,1321933.00,353172.00,44922.00
"Great Lakes",Weekly,"2019-11-17 00:00:00","Conventional ",1.090000000,3490186.00,662810.00,586216.00,206967.00,2034194.00,1642446.00,355033.00,36715.00
"Great Lakes",Weekly,"2019-11-10 00:00:00","Conventional ",0.920000000,4311648.00,710915.00,1212272.00,293191.00,2095271.00,1510510.00,542343.00,42418.00
