Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"South Central",Weekly,"2020-02-09 00:00:00","Conventional ",0.710000000,8419544.25,3568013.51,917288.54,107766.26,3826475.94,1871411.94,1858827.85,96236.15
Southeast,Weekly,"2020-02-09 00:00:00","Conventional ",0.970000000,6142554.27,2539286.60,304582.55,2807.65,3295877.47,1462121.05,1825423.15,8333.27
Spokane,Weekly,"2020-02-09 00:00:00","Conventional ",1.120000000,111345.03,22753.58,12527.46,52.04,76011.95,36995.57,38921.50,94.88
"St. Louis",Weekly,"2020-02-09 00:00:00","Conventional ",1.040000000,204217.60,86909.64,10067.23,179.84,107060.89,93338.51,4366.33,9356.05
Syracuse,Weekly,"2020-02-09 00:00:00","Conventional ",1.070000000,92372.21,3513.95,45253.65,10.17,43594.44,16974.90,24616.21,2003.33
Tampa,Weekly,"2020-02-09 00:00:00","Conventional ",0.970000000,674002.93,247588.95,19788.83,338.14,406287.01,120490.20,285762.15,34.66
"Total U.S.",Weekly,"2020-02-09 00:00:00","Conventional ",0.960000000,47887559.28,13668923.46,9377990.27,768746.13,24071899.42,12455683.71,10778544.52,837671.19
West,Weekly,"2020-02-09 00:00:00","Conventional ",0.940000000,8293736.00,2089938.42,1102741.04,42820.94,5058235.60,1903049.36,3072688.32,82497.92
"West Tex/New Mexico",Weekly,"2020-02-09 00:00:00","Conventional ",0.770000000,1146002.91,530734.32,59864.41,63341.19,492062.99,275530.73,215457.81,1074.45
Albany,Weekly,"2020-02-09 00:00:00",Organic,1.480000000,3775.63,57.71,494.82,0.00,3223.10,1295.39,1927.71,0.00
Atlanta,Weekly,"2020-02-09 00:00:00",Organic,1.340000000,18639.64,108.82,3287.57,0.00,15243.25,9610.88,5632.37,0.00
Baltimore/Washington,Weekly,"2020-02-09 00:00:00",Organic,1.260000000,46570.84,178.01,3770.04,13.31,42609.48,41599.13,1010.35,0.00
Boise,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,4040.30,0.00,471.40,0.00,3568.90,1312.27,2256.63,0.00
Boston,Weekly,"2020-02-09 00:00:00",Organic,1.710000000,25625.30,53.23,1697.28,0.00,23874.79,18920.43,4954.36,0.00
Buffalo/Rochester,Weekly,"2020-02-09 00:00:00",Organic,1.270000000,10403.29,516.92,225.36,0.00,9661.01,4954.59,4706.42,0.00
California,Weekly,"2020-02-09 00:00:00",Organic,1.710000000,314888.81,21975.76,18574.92,0.00,274338.13,223067.96,51270.17,0.00
Charlotte,Weekly,"2020-02-09 00:00:00",Organic,1.620000000,15341.49,129.96,3645.35,47.04,11519.14,4064.30,7454.84,0.00
Chicago,Weekly,"2020-02-09 00:00:00",Organic,1.150000000,121001.71,2002.58,11584.41,0.00,107414.72,106823.56,591.16,0.00
Cincinnati/Dayton,Weekly,"2020-02-09 00:00:00",Organic,1.150000000,12651.31,43.73,2253.56,0.00,10354.02,5518.88,4835.14,0.00
Columbus,Weekly,"2020-02-09 00:00:00",Organic,0.920000000,15346.85,427.67,1040.60,0.00,13878.58,11958.76,1919.82,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-09 00:00:00",Organic,1.230000000,36242.67,6471.47,45.18,408.09,29317.93,17186.50,12131.43,0.00
Denver,Weekly,"2020-02-09 00:00:00",Organic,1.420000000,46659.01,5270.90,1523.86,0.00,39864.25,39683.74,180.51,0.00
Detroit,Weekly,"2020-02-09 00:00:00",Organic,1.100000000,17609.93,308.30,1957.21,0.00,15344.42,11683.29,3661.13,0.00
"Grand Rapids",Weekly,"2020-02-09 00:00:00",Organic,1.210000000,8621.96,1.43,1122.63,0.00,7497.90,7450.23,47.67,0.00
"Great Lakes",Weekly,"2020-02-09 00:00:00",Organic,1.120000000,268307.79,5314.39,23978.45,0.00,238983.42,218867.26,20116.16,0.00
Harrisburg/Scranton,Weekly,"2020-02-09 00:00:00",Organic,1.060000000,19216.54,489.13,421.12,0.00,18306.29,18094.04,212.25,0.00
Hartford/Springfield,Weekly,"2020-02-09 00:00:00",Organic,2.080000000,11003.12,253.12,5245.27,7.06,5497.67,5471.00,26.67,0.00
Houston,Weekly,"2020-02-09 00:00:00",Organic,1.430000000,14230.39,3328.93,32.11,0.00,10869.35,10869.35,0.00,0.00
Indianapolis,Weekly,"2020-02-09 00:00:00",Organic,1.230000000,6868.21,230.13,883.32,0.00,5754.76,4275.26,1479.50,0.00
Jacksonville,Weekly,"2020-02-09 00:00:00",Organic,1.210000000,3272.68,20.88,201.55,0.00,3050.25,3006.67,43.58,0.00
"Las Vegas",Weekly,"2020-02-09 00:00:00",Organic,1.510000000,11853.90,841.53,514.27,0.00,10498.10,8614.27,1883.83,0.00
"Los Angeles",Weekly,"2020-02-09 00:00:00",Organic,1.570000000,131489.66,10333.65,1861.42,0.00,119294.59,86630.79,32663.80,0.00
Louisville,Weekly,"2020-02-09 00:00:00",Organic,1.110000000,4776.62,0.00,877.09,0.00,3899.53,2783.85,1115.68,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-09 00:00:00",Organic,1.150000000,11429.08,431.30,0.00,0.00,10997.78,10997.78,0.00,0.00
Midsouth,Weekly,"2020-02-09 00:00:00",Organic,1.440000000,182891.90,2140.21,25404.55,283.24,155063.90,121929.24,33134.66,0.00
Nashville,Weekly,"2020-02-09 00:00:00",Organic,1.450000000,7629.47,16.45,1352.07,0.00,6260.95,1657.25,4603.70,0.00
"New Orleans/Mobile",Weekly,"2020-02-09 00:00:00",Organic,1.090000000,3907.80,376.03,0.00,0.00,3531.77,3531.77,0.00,0.00
"New York",Weekly,"2020-02-09 00:00:00",Organic,1.670000000,73982.61,12321.59,9271.99,618.50,51770.53,47830.97,3939.56,0.00
Northeast,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,252616.77,19534.09,24363.90,550.33,208168.45,166353.43,41815.02,0.00
"Northern New England",Weekly,"2020-02-09 00:00:00",Organic,1.450000000,31341.93,53.69,809.07,0.00,30479.17,12526.64,17952.53,0.00
Orlando,Weekly,"2020-02-09 00:00:00",Organic,1.100000000,9073.84,89.40,0.00,0.00,8984.44,8984.44,0.00,0.00
Philadelphia,Weekly,"2020-02-09 00:00:00",Organic,1.420000000,29242.39,1471.27,3148.61,0.00,24622.51,21039.74,3582.77,0.00
Phoenix/Tucson,Weekly,"2020-02-09 00:00:00",Organic,1.410000000,27745.07,2950.91,923.11,0.00,23871.05,19922.45,3948.60,0.00
Pittsburgh,Weekly,"2020-02-09 00:00:00",Organic,1.140000000,17584.98,1765.06,11.55,0.00,15808.37,15808.37,0.00,0.00
Plains,Weekly,"2020-02-09 00:00:00",Organic,1.270000000,58709.62,3854.76,4019.97,4.32,50830.57,44320.15,6510.42,0.00
Portland,Weekly,"2020-02-09 00:00:00",Organic,1.610000000,50823.48,92.72,6031.41,3.49,44695.86,19725.42,24931.67,38.77
Raleigh/Greensboro,Weekly,"2020-02-09 00:00:00",Organic,1.880000000,17134.71,839.22,3048.42,122.98,13124.09,10683.38,2440.71,0.00
Richmond/Norfolk,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,14300.25,26.86,1494.90,11.90,12766.59,10839.77,1926.82,0.00
Roanoke,Weekly,"2020-02-09 00:00:00",Organic,1.220000000,10283.75,22.97,1219.21,0.00,9041.57,5969.52,3072.05,0.00
Sacramento,Weekly,"2020-02-09 00:00:00",Organic,1.730000000,18931.78,2940.38,2744.48,0.00,13246.92,13229.58,17.34,0.00
"San Diego",Weekly,"2020-02-09 00:00:00",Organic,1.650000000,31907.27,830.27,876.59,0.00,30200.41,19482.77,10717.64,0.00
"San Francisco",Weekly,"2020-02-09 00:00:00",Organic,1.960000000,64805.27,3616.39,5596.23,0.00,55592.65,55452.14,140.51,0.00
Seattle,Weekly,"2020-02-09 00:00:00",Organic,1.370000000,110615.44,419.35,13510.21,10.72,96675.16,14514.68,82056.28,104.20
"South Carolina",Weekly,"2020-02-09 00:00:00",Organic,1.610000000,16831.67,489.69,3103.73,54.23,13184.02,3400.35,9783.67,0.00
"South Central",Weekly,"2020-02-09 00:00:00",Organic,1.300000000,133497.15,21172.36,1540.62,3230.04,107554.13,75762.41,31791.72,0.00
Southeast,Weekly,"2020-02-09 00:00:00",Organic,1.280000000,111686.73,1604.10,10304.26,57.16,99721.21,77005.20,22716.01,0.00
Spokane,Weekly,"2020-02-09 00:00:00",Organic,1.500000000,6321.06,15.18,780.62,0.00,5525.26,2819.58,2705.68,0.00
"St. Louis",Weekly,"2020-02-09 00:00:00",Organic,1.820000000,5097.36,833.90,1175.21,0.00,3088.25,2966.67,121.58,0.00
Syracuse,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,3898.57,249.02,124.68,0.00,3524.87,2085.83,1439.04,0.00
Tampa,Weekly,"2020-02-09 00:00:00",Organic,1.130000000,8041.47,123.70,0.00,0.00,7917.77,7917.77,0.00,0.00
"Total U.S.",Weekly,"2020-02-09 00:00:00",Organic,1.430000000,1707021.21,92588.79,138334.93,5031.51,1471034.45,1122901.88,347950.71,181.86
West,Weekly,"2020-02-09 00:00:00",Organic,1.470000000,384422.48,16993.11,30148.27,906.42,336374.68,195596.26,140596.56,181.86
"West Tex/New Mexico",Weekly,"2020-02-09 00:00:00",Organic,1.440000000,23598.85,1025.07,505.47,2111.40,19956.91,17814.72,2142.19,0.00
Albany,Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,111113.13,4818.50,80974.81,123.97,25195.85,10232.17,13425.91,1537.77
Atlanta,Weekly,"2020-02-16 00:00:00","Conventional ",0.920000000,759742.93,287470.61,49706.62,52.00,422513.70,289811.73,132667.96,34.01
Baltimore/Washington,Weekly,"2020-02-16 00:00:00","Conventional ",1.320000000,947108.57,120999.81,402550.86,1635.51,421922.39,267827.44,148824.95,5270.00
Boise,Weekly,"2020-02-16 00:00:00","Conventional ",1.090000000,121103.74,41861.86,4913.93,1148.64,73179.31,39449.58,23091.19,10638.54
Boston,Weekly,"2020-02-16 00:00:00","Conventional ",1.350000000,682139.78,16834.48,441847.30,652.46,222805.54,131393.44,87515.43,3896.67
Buffalo/Rochester,Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,164631.78,9953.46,74399.32,36.68,80242.32,61374.32,16519.11,2348.89
California,Weekly,"2020-02-16 00:00:00","Conventional ",1.110000000,6697917.24,1745495.46,1059151.82,151496.93,3741773.03,1621638.26,1795543.97,324590.80
Charlotte,Weekly,"2020-02-16 00:00:00","Conventional ",1.090000000,323782.36,117530.59,45433.28,2035.01,158783.48,119115.84,39658.75,8.89
Chicago,Weekly,"2020-02-16 00:00:00","Conventional ",1.200000000,713673.83,87767.03,188977.54,21696.19,415233.07,193806.79,221296.99,129.29
Cincinnati/Dayton,Weekly,"2020-02-16 00:00:00","Conventional ",1.010000000,279529.10,56829.28,10742.30,16406.25,195551.27,173358.72,19374.78,2817.77
Columbus,Weekly,"2020-02-16 00:00:00","Conventional ",0.980000000,201903.66,57580.52,11388.88,1724.39,131209.87,107201.30,23673.99,334.58
"Dallas/Ft. Worth",Weekly,"2020-02-16 00:00:00","Conventional ",0.730000000,1660163.44,704238.51,143654.29,12054.50,800216.14,461310.14,338580.48,325.52
Denver,Weekly,"2020-02-16 00:00:00","Conventional ",1.130000000,940026.13,200253.76,126120.84,3016.72,610634.81,232465.14,364674.24,13495.43
Detroit,Weekly,"2020-02-16 00:00:00","Conventional ",1.060000000,443582.22,85101.27,36739.46,35728.57,286012.92,256772.24,24329.61,4911.07
"Grand Rapids",Weekly,"2020-02-16 00:00:00","Conventional ",1.420000000,153339.65,6499.32,62201.20,41048.58,43590.55,28469.44,7161.94,7959.17
"Great Lakes",Weekly,"2020-02-16 00:00:00","Conventional ",1.080000000,3698254.13,736441.84,611498.37,193851.52,2156462.40,1519679.30,601295.51,35487.59
Harrisburg/Scranton,Weekly,"2020-02-16 00:00:00","Conventional ",1.030000000,381911.91,80585.27,173953.33,135.82,127237.49,104597.43,18641.59,3998.47
Hartford/Springfield,Weekly,"2020-02-16 00:00:00","Conventional ",1.430000000,345687.55,8662.15,259350.48,302.51,77372.41,57651.34,17073.29,2647.78
Houston,Weekly,"2020-02-16 00:00:00","Conventional ",0.700000000,1317948.42,546670.39,171862.59,1092.79,598322.65,265081.73,323340.93,9899.99
Indianapolis,Weekly,"2020-02-16 00:00:00","Conventional ",0.980000000,220644.81,63198.62,26563.55,3046.82,127835.82,120820.31,6485.14,530.37
Jacksonville,Weekly,"2020-02-16 00:00:00","Conventional ",1.000000000,242995.59,95836.03,8769.73,186.75,138203.08,47608.47,90587.94,6.67
"Las Vegas",Weekly,"2020-02-16 00:00:00","Conventional ",0.960000000,413785.01,76579.48,54033.95,46.98,283124.60,67352.34,214182.26,1590.00
"Los Angeles",Weekly,"2020-02-16 00:00:00","Conventional ",1.140000000,2835062.56,860317.90,61977.28,117118.74,1795648.64,961689.31,558228.77,275730.56
Louisville,Weekly,"2020-02-16 00:00:00","Conventional ",0.970000000,121175.95,37249.79,11274.02,60.45,72591.69,47073.64,25501.39,16.66
"Miami/Ft. Lauderdale",Weekly,"2020-02-16 00:00:00","Conventional ",1.010000000,1068544.17,406230.68,35261.82,356.08,626695.59,171939.11,454753.25,3.23
Midsouth,Weekly,"2020-02-16 00:00:00","Conventional ",1.070000000,4011493.92,1146947.13,854183.62,12161.86,1998201.31,1360340.67,616554.94,21305.70
Nashville,Weekly,"2020-02-16 00:00:00","Conventional ",0.850000000,283345.80,106897.27,8101.51,39.95,168307.07,136973.91,31287.59,45.57
"New Orleans/Mobile",Weekly,"2020-02-16 00:00:00","Conventional ",0.850000000,349225.49,174098.39,16639.84,10.00,158477.26,105706.74,45023.86,7746.66
"New York",Weekly,"2020-02-16 00:00:00","Conventional ",1.420000000,1686830.22,45411.63,933931.30,3248.72,704238.57,515026.46,181003.92,8208.19
Northeast,Weekly,"2020-02-16 00:00:00","Conventional ",1.300000000,5056925.02,297396.27,2923539.33,5656.32,1830333.10,1266756.17,523575.72,40001.21
"Northern New England",Weekly,"2020-02-16 00:00:00","Conventional ",1.260000000,500748.91,10459.84,393255.65,175.82,96857.60,32188.37,60645.90,4023.33
Orlando,Weekly,"2020-02-16 00:00:00","Conventional ",0.990000000,586371.74,235513.46,15660.18,58.00,335140.10,121794.71,213342.29,3.10
Philadelphia,Weekly,"2020-02-16 00:00:00","Conventional ",1.220000000,553513.46,29715.66,280223.00,351.34,243223.46,190354.43,47785.38,5083.65
Phoenix/Tucson,Weekly,"2020-02-16 00:00:00","Conventional ",0.700000000,1636874.33,602670.22,260006.00,3464.62,770733.49,196298.56,565964.93,8470.00
Pittsburgh,Weekly,"2020-02-16 00:00:00","Conventional ",1.250000000,110686.83,39243.21,6405.34,255.81,64782.47,29439.98,35342.49,0.00
Plains,Weekly,"2020-02-16 00:00:00","Conventional ",1.050000000,2116546.15,908099.78,416826.08,2078.95,789541.34,541402.03,192471.97,55667.34
Portland,Weekly,"2020-02-16 00:00:00","Conventional ",1.210000000,660385.88,87963.00,81026.25,4000.86,487395.77,250941.02,224341.59,12113.16
Raleigh/Greensboro,Weekly,"2020-02-16 00:00:00","Conventional ",1.070000000,411222.66,155241.72,55686.73,2325.80,197968.41,122913.84,75016.19,38.38
Richmond/Norfolk,Weekly,"2020-02-16 00:00:00","Conventional ",0.910000000,358809.52,93041.48,73461.47,583.02,191723.55,133033.13,52614.51,6075.91
Roanoke,Weekly,"2020-02-16 00:00:00","Conventional ",0.920000000,211300.79,60657.47,28673.06,42.15,121928.11,80888.92,39459.19,1580.00
Sacramento,Weekly,"2020-02-16 00:00:00","Conventional ",1.130000000,566935.86,144487.52,215003.18,2587.84,204857.32,89167.96,111436.77,4252.59
"San Diego",Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,512625.22,99847.43,22427.47,7565.96,382784.36,184540.00,193804.17,4440.19
"San Francisco",Weekly,"2020-02-16 00:00:00","Conventional ",1.010000000,1173570.81,212947.66,330682.23,6634.78,623306.14,115907.64,502189.56,5208.94
Seattle,Weekly,"2020-02-16 00:00:00","Conventional ",1.440000000,570294.63,84581.82,69826.87,305.78,415580.16,186889.89,228253.00,437.27
"South Carolina",Weekly,"2020-02-16 00:00:00","Conventional ",1.000000000,509177.09,206605.38,45656.82,889.71,256025.18,169554.47,86451.82,18.89
"South Central",Weekly,"2020-02-16 00:00:00","Conventional ",0.760000000,7424905.96,3219913.95,716713.07,111217.77,3377061.17,1913148.64,1378495.27,85417.26
Southeast,Weekly,"2020-02-16 00:00:00","Conventional ",0.960000000,5720106.52,2310886.91,260345.54,2438.43,3146435.64,1431382.77,1708224.26,6828.61
Spokane,Weekly,"2020-02-16 00:00:00","Conventional ",1.230000000,107805.70,20985.73,9520.70,97.05,77202.22,44652.41,32440.87,108.94
"St. Louis",Weekly,"2020-02-16 00:00:00","Conventional ",1.220000000,177317.60,73793.38,10540.01,166.46,92817.75,77635.19,4536.75,10645.81
Syracuse,Weekly,"2020-02-16 00:00:00","Conventional ",1.170000000,79909.48,3238.72,41880.65,14.17,34775.94,24371.64,8594.30,1810.00
Tampa,Weekly,"2020-02-16 00:00:00","Conventional ",0.910000000,644775.90,232219.83,18128.53,335.44,394092.10,124184.89,269894.88,12.33
"Total U.S.",Weekly,"2020-02-16 00:00:00","Conventional ",1.020000000,42730997.99,12495822.19,7867289.20,521606.52,21846280.08,11583695.32,9598983.40,663601.36
West,Weekly,"2020-02-16 00:00:00","Conventional ",0.990000000,8004849.00,2130640.86,1025031.37,42704.75,4806472.02,1929347.42,2782821.75,94302.85
"West Tex/New Mexico",Weekly,"2020-02-16 00:00:00","Conventional ",0.840000000,996275.47,433242.03,65211.57,62939.27,434882.60,235217.77,193825.44,5839.39
Albany,Weekly,"2020-02-16 00:00:00",Organic,1.500000000,2831.99,32.19,299.07,0.00,2500.73,1132.02,1368.71,0.00
Atlanta,Weekly,"2020-02-16 00:00:00",Organic,1.100000000,29847.79,97.17,3050.14,0.00,26700.48,20963.37,5737.11,0.00
Baltimore/Washington,Weekly,"2020-02-16 00:00:00",Organic,1.200000000,52711.30,204.05,3197.58,5.33,49304.34,48684.55,619.79,0.00
Boise,Weekly,"2020-02-16 00:00:00",Organic,1.640000000,4378.11,0.00,587.90,0.00,3790.21,1281.44,2502.74,6.03
Boston,Weekly,"2020-02-16 00:00:00",Organic,1.770000000,24494.31,120.88,1464.85,0.00,22908.58,18007.37,4901.21,0.00
Buffalo/Rochester,Weekly,"2020-02-16 00:00:00",Organic,1.440000000,11037.36,337.52,250.11,0.00,10449.73,2643.20,7806.53,0.00
California,Weekly,"2020-02-16 00:00:00",Organic,1.740000000,315892.78,28246.45,17057.69,1.63,270587.01,252579.76,18007.25,0.00
Charlotte,Weekly,"2020-02-16 00:00:00",Organic,1.590000000,14271.31,124.29,3320.44,68.68,10757.90,3745.00,7012.90,0.00
Chicago,Weekly,"2020-02-16 00:00:00",Organic,1.480000000,67075.10,1141.40,6243.68,0.00,59690.02,58753.63,936.39,0.00
Cincinnati/Dayton,Weekly,"2020-02-16 00:00:00",Organic,1.210000000,16405.09,88.75,2010.81,0.00,14305.53,10716.44,3589.09,0.00
Columbus,Weekly,"2020-02-16 00:00:00",Organic,1.020000000,26771.29,365.81,816.36,0.00,25589.12,22815.76,2773.36,0.00
"Dallas/Ft. Worth",Weekly,"2020-02-16 00:00:00",Organic,1.250000000,37490.40,4236.51,53.51,330.65,32869.73,20313.06,12556.67,0.00
Denver,Weekly,"2020-02-16 00:00:00",Organic,1.660000000,33742.79,3071.22,1167.73,2.40,29501.44,29292.41,209.03,0.00
Detroit,Weekly,"2020-02-16 00:00:00",Organic,1.090000000,30452.36,359.23,1674.04,0.00,28419.09,25457.32,2961.77,0.00
"Grand Rapids",Weekly,"2020-02-16 00:00:00",Organic,1.220000000,6802.77,52.88,826.57,0.00,5923.32,5918.53,4.79,0.00
"Great Lakes",Weekly,"2020-02-16 00:00:00",Organic,1.210000000,264315.88,4680.18,16997.26,7.82,242505.86,222607.13,19898.73,0.00
Harrisburg/Scranton,Weekly,"2020-02-16 00:00:00",Organic,1.040000000,20809.98,415.28,421.08,0.00,19973.62,19781.63,191.99,0.00
Hartford/Springfield,Weekly,"2020-02-16 00:00:00",Organic,2.070000000,10348.85,199.79,4969.53,0.00,5179.53,5174.84,4.69,0.00
Houston,Weekly,"2020-02-16 00:00:00",Organic,1.460000000,17429.88,3120.73,32.91,0.00,14276.24,14276.24,0.00,0.00
Indianapolis,Weekly,"2020-02-16 00:00:00",Organic,1.120000000,11603.15,195.04,713.45,0.00,10694.66,8943.25,1751.41,0.00
Jacksonville,Weekly,"2020-02-16 00:00:00",Organic,1.210000000,4025.43,24.18,251.22,0.00,3750.03,3745.55,4.48,0.00
"Las Vegas",Weekly,"2020-02-16 00:00:00",Organic,1.520000000,10762.63,1020.06,442.07,0.00,9300.50,7967.26,1333.24,0.00
"Los Angeles",Weekly,"2020-02-16 00:00:00",Organic,1.580000000,137579.08,12627.70,1950.48,1.64,122999.26,111807.22,11192.04,0.00
Louisville,Weekly,"2020-02-16 00:00:00",Organic,0.950000000,9627.89,6.06,728.00,0.00,8893.83,7024.35,1869.48,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-02-16 00:00:00",Organic,1.160000000,11991.18,511.18,0.00,0.00,11480.00,11480.00,0.00,0.00
Midsouth,Weekly,"2020-02-16 00:00:00",Organic,1.310000000,224120.49,2576.43,24438.93,419.21,196685.92,161047.35,35638.57,0.00
Nashville,Weekly,"2020-02-16 00:00:00",Organic,1.160000000,18551.58,17.65,1373.40,0.00,17160.53,8718.29,8442.24,0.00
"New Orleans/Mobile",Weekly,"2020-02-16 00:00:00",Organic,1.170000000,4149.35,180.45,1.00,0.00,3967.90,3967.90,0.00,0.00
"New York",Weekly,"2020-02-16 00:00:00",Organic,1.690000000,73108.12,10611.27,9052.01,632.49,52812.35,49033.00,3777.35,2.00
Northeast,Weekly,"2020-02-16 00:00:00",Organic,1.540000000,244926.53,17120.34,22620.48,554.85,204630.86,162738.88,41890.23,1.75
"Northern New England",Weekly,"2020-02-16 00:00:00",Organic,1.590000000,25187.04,38.76,716.09,0.00,24432.19,12454.30,11977.89,0.00
Orlando,Weekly,"2020-02-16 00:00:00",Organic,1.130000000,10033.87,84.98,0.00,0.00,9948.89,9948.89,0.00,0.00
Philadelphia,Weekly,"2020-02-16 00:00:00",Organic,1.460000000,28225.43,1660.22,3159.74,0.00,23405.47,20384.23,3021.24,0.00
Phoenix/Tucson,Weekly,"2020-02-16 00:00:00",Organic,1.450000000,23743.90,3071.59,1013.81,0.00,19658.50,16838.54,2819.96,0.00
Pittsburgh,Weekly,"2020-02-16 00:00:00",Organic,1.140000000,17839.59,1479.01,14.92,0.00,16345.66,16345.66,0.00,0.00
Plains,Weekly,"2020-02-16 00:00:00",Organic,1.260000000,60684.20,4431.52,3874.12,0.00,52378.56,46002.68,6375.88,0.00
Portland,Weekly,"2020-02-16 00:00:00",Organic,1.810000000,43391.05,118.89,6821.83,0.00,36450.33,14499.12,21947.32,3.89
Raleigh/Greensboro,Weekly,"2020-02-16 00:00:00",Organic,1.830000000,17601.98,993.29,2885.90,186.85,13535.94,11752.98,1782.96,0.00
Richmond/Norfolk,Weekly,"2020-02-16 00:00:00",Organic,1.440000000,15755.67,16.64,1394.75,21.29,14322.99,13074.93,1248.06,0.00
Roanoke,Weekly,"2020-02-16 00:00:00",Organic,1.070000000,12926.94,11.53,1291.88,0.00,11623.53,9144.67,2478.86,0.00
Sacramento,Weekly,"2020-02-16 00:00:00",Organic,1.790000000,17858.11,2162.97,2375.44,0.00,13319.70,13302.39,17.31,0.00
